fecha,region,producto,precio,marketing,clientes_web,clientes_tienda,ventas
2042-04-27,Sur,B,36.3,187.13,231,131,204.7
2042-04-28,Norte,C,46.98,32.76,193,109,75.8
2042-04-29,Occidente,D,35.72,34.22,210,107,102.7
2042-04-30,Occidente,D,57.9,56.31,199,102,81.4
2042-05-01,Norte,B,43.53,31.26,210,133,51.0
2042-05-02,Norte,D,48.97,87.11,186,119,139.2
2042-05-03,Centro,D,48.28,199.59,189,100,146.9
2042-05-04,Centro,A,51.16,58.28,205,110,42.3
2042-05-05,Centro,C,48.44,11.98,191,109,105.3
2042-05-06,Sur,C,40.28,209.33,191,130,111.5
2042-05-07,Centro,D,50.85,73.93,198,105,49.7
2042-05-08,Occidente,D,42.06,321.08,189,123,163.1
2042-05-09,Sur,B,58.15,204.88,200,135,80.7
2042-05-10,Centro,C,50.57,202.08,192,93,124.3
2042-05-11,Sur,A,39.6,12.98,209,118,82.0
2042-05-12,Occidente,A,74.07,74.38,210,116,71.0
2042-05-13,Centro,D,66.59,187.84,214,119,66.2
2042-05-14,Occidente,B,74.43,155.2,199,144,184.9
2042-05-15,Occidente,B,46.57,74.06,217,112,72.9
2042-05-16,Occidente,C,41.65,509.65,188,110,240.4
2042-05-17,Centro,D,58.06,250.98,225,111,263.0
2042-05-18,Norte,D,61.08,55.23,190,132,83.5
2042-05-19,Centro,B,51.97,26.95,213,141,57.6
2042-05-20,Occidente,A,28.96,47.71,211,118,48.8
2042-05-21,Centro,A,40.19,33.21,207,104,24.7
2042-05-22,Occidente,C,54.23,104.7,214,110,103.5
2042-05-23,Norte,D,43.4,122.75,215,129,107.5
2042-05-24,Sur,D,36.35,14.9,194,125,91.8
2042-05-25,Norte,A,47.42,33.92,205,116,211.3
2042-05-26,Norte,D,17.53,271.9,189,122,178.7
2042-05-27,Sur,D,43.97,101.28,213,105,203.9
2042-05-28,Centro,B,45.74,119.55,210,107,197.1
2042-05-29,Sur,C,53.1,4.84,190,121,78.5
2042-05-30,Centro,C,55.48,53.49,179,112,102.9
2042-05-31,Centro,C,53.78,298.75,215,123,229.5
2042-06-01,Occidente,B,58.97,155.36,195,139,176.2
2042-06-02,Occidente,C,48.32,152.2,193,106,105.2
2042-06-03,Sur,C,35.44,227.41,179,137,119.8
2042-06-04,Norte,A,50.44,22.94,180,122,74.8
2042-06-05,Sur,A,41.24,426.54,203,118,204.4
2042-06-06,Centro,C,36.43,58.48,215,135,137.8
2042-06-07,Occidente,B,55.79,185.32,222,132,174.0
2042-06-08,Sur,B,35.87,36.33,213,130,107.9
2042-06-09,Sur,B,56.8,105.11,178,120,181.2
2042-06-10,Occidente,D,37.08,6.47,208,139,92.3
2042-06-11,Occidente,D,47.09,318.32,173,142,196.7
2042-06-12,Occidente,B,44.36,12.45,184,118,109.4
2042-06-13,Centro,A,61.37,117.15,200,114,125.5
2042-06-14,Occidente,D,55.94,0.62,189,125,58.8
2042-06-15,Norte,B,41.76,72.12,192,96,186.1
2042-06-16,Sur,D,48.42,38.97,178,124,220.3
2042-06-17,Occidente,D,63.29,26.44,196,135,164.7
2042-06-18,Occidente,D,64.93,125.15,169,112,150.2
2042-06-19,Centro,D,36.31,58.56,225,119,20.0
2042-06-20,Centro,B,63.16,38.21,215,94,85.6
2042-06-21,Sur,D,62.4,59.54,223,112,124.6
2042-06-22,Norte,C,51.79,37.86,190,129,102.0
2042-06-23,Sur,B,49.09,54.87,201,128,40.0
2042-06-24,Occidente,B,44.5,17.98,227,125,127.6
2042-06-25,Norte,B,37.47,258.7,194,130,146.9
2042-06-26,Norte,D,53.39,54.61,194,109,42.2
2042-06-27,Norte,B,48.3,62.75,189,126,111.3
2042-06-28,Norte,A,54.35,129.36,181,122,184.1
2042-06-29,Sur,C,54.59,13.25,216,101,12.7
2042-06-30,Centro,A,75.18,21.72,171,122,84.6
2042-07-01,Centro,C,61.97,16.28,215,126,74.9
2042-07-02,Occidente,C,55.47,65.28,215,132,127.9
2042-07-03,Centro,D,28.63,88.47,191,128,161.3
2042-07-04,Centro,C,53.92,125.4,207,120,77.5
2042-07-05,Centro,C,65.82,287.31,173,133,217.5
2042-07-06,Centro,A,45.73,9.0,203,116,50.2
2042-07-07,Occidente,C,71.91,111.72,197,115,107.5
2042-07-08,Sur,B,55.44,140.63,196,107,81.7
2042-07-09,Norte,B,52.95,109.22,219,115,90.1
2042-07-10,Centro,C,40.09,193.11,197,119,200.7
2042-07-11,Sur,B,65.04,73.44,189,119,98.5
2042-07-12,Centro,D,41.69,170.43,198,123,106.0
2042-07-13,Centro,B,44.36,7.22,206,115,59.6
2042-07-14,Norte,D,31.19,101.26,220,122,195.7
2042-07-15,Norte,C,58.96,282.79,189,114,159.9
2042-07-16,Norte,D,55.88,60.69,195,98,127.4
2042-07-17,Centro,D,50.1,12.98,189,136,49.1
2042-07-18,Centro,C,57.4,45.2,190,115,69.2
2042-07-19,Centro,C,56.46,189.95,225,108,203.9
2042-07-20,Norte,D,46.34,13.6,191,136,101.7
2042-07-21,Occidente,A,42.15,74.92,207,117,199.5
2042-07-22,Sur,C,32.85,194.65,204,116,112.4
2042-07-23,Occidente,C,48.22,154.3,188,126,104.2
2042-07-24,Centro,A,36.92,71.82,216,115,63.3
2042-07-25,Centro,B,51.63,97.9,174,120,153.8
2042-07-26,Occidente,A,48.4,32.82,210,122,22.2
2042-07-27,Centro,B,45.98,270.41,221,119,125.1
2042-07-28,Sur,A,60.47,3.15,211,115,84.8
2042-07-29,Centro,D,40.14,45.5,204,109,71.2
2042-07-30,Sur,C,31.52,50.33,202,101,169.3
2042-07-31,Occidente,A,47.75,149.42,186,128,109.1
2042-08-01,Occidente,C,42.6,64.04,199,115,148.3
2042-08-02,Centro,B,51.22,195.05,230,134,138.0
2042-08-03,Sur,D,40.86,33.43,199,98,-8.9
2042-08-04,Centro,C,54.21,19.54,198,118,112.1
2042-08-05,Norte,A,40.27,28.39,193,147,40.3
2042-08-06,Norte,A,40.16,19.02,222,114,39.4
2042-08-07,Norte,D,56.16,41.72,194,106,113.6
2042-08-08,Norte,B,49.54,27.85,215,118,121.8
2042-08-09,Centro,D,38.13,95.91,173,113,-8.6
2042-08-10,Norte,D,40.48,1.34,226,132,109.0
2042-08-11,Sur,C,46.27,70.23,182,126,74.8
2042-08-12,Occidente,B,38.57,49.9,185,119,81.0
2042-08-13,Occidente,D,47.12,40.37,215,108,72.8
2042-08-14,Norte,C,47.47,7.83,204,128,93.9
2042-08-15,Norte,C,40.83,130.0,190,112,62.8
2042-08-16,Norte,B,56.5,44.96,206,124,54.9
2042-08-17,Centro,B,39.8,281.31,179,123,178.4
2042-08-18,Occidente,C,62.46,299.9,180,134,213.0
2042-08-19,Norte,B,47.82,85.25,184,110,177.6
2042-08-20,Sur,C,43.4,43.33,201,137,124.1
2042-08-21,Norte,B,55.39,51.01,195,131,38.0
2042-08-22,Occidente,B,50.34,33.92,200,122,133.9
2042-08-23,Norte,B,57.6,115.12,222,124,22.9
2042-08-24,Occidente,A,29.99,76.45,208,109,100.9
2042-08-25,Norte,B,55.17,54.87,205,118,135.5
2042-08-26,Sur,A,44.81,74.12,230,94,66.0
2042-08-27,Norte,C,50.38,12.96,190,121,65.1
2042-08-28,Sur,D,49.12,108.72,217,127,193.5
2042-08-29,Sur,D,63.47,72.34,190,103,93.1
2042-08-30,Norte,D,31.4,95.44,193,118,59.3
2042-08-31,Sur,C,66.14,32.52,197,134,130.5
2042-09-01,Centro,B,57.06,135.88,199,136,140.4
2042-09-02,Norte,A,51.52,65.14,203,130,124.7
2042-09-03,Norte,C,35.66,10.39,188,109,83.2
2042-09-04,Sur,D,33.28,110.69,194,106,149.6
2042-09-05,Sur,D,44.39,11.98,189,107,137.1
2042-09-06,Norte,D,56.35,6.12,214,138,78.3
2042-09-07,Centro,D,49.94,136.46,203,132,134.2
2042-09-08,Sur,A,55.78,63.72,183,108,33.3
2042-09-09,Sur,D,35.37,2.57,193,126,103.8
2042-09-10,Occidente,A,50.44,71.91,197,145,132.4
2042-09-11,Centro,D,60.95,225.59,199,118,73.2
2042-09-12,Centro,C,64.52,9.97,190,126,68.3
2042-09-13,Norte,A,37.46,42.61,207,127,24.9
2042-09-14,Centro,A,46.48,177.37,201,112,48.3
2042-09-15,Norte,C,46.59,29.33,195,112,8.0
2042-09-16,Occidente,D,43.74,11.49,196,102,-32.6
2042-09-17,Centro,D,59.08,58.61,204,125,102.6
2042-09-18,Sur,B,78.71,199.98,177,122,206.9
2042-09-19,Occidente,B,38.86,39.29,213,134,88.5
2042-09-20,Norte,A,54.25,181.07,208,109,144.6
2042-09-21,Occidente,B,52.96,12.06,224,100,192.0
2042-09-22,Norte,C,53.17,52.29,201,128,81.8
2042-09-23,Occidente,C,63.33,67.03,187,127,112.7
2042-09-24,Norte,C,53.73,50.26,200,107,80.1
2042-09-25,Centro,A,28.64,218.36,195,121,117.2
2042-09-26,Sur,C,35.63,37.48,217,126,141.3
2042-09-27,Norte,A,39.33,199.64,229,115,127.8
2042-09-28,Occidente,A,42.51,179.26,200,135,88.2
2042-09-29,Norte,C,48.6,151.09,217,121,165.0
2042-09-30,Norte,C,47.85,29.44,196,124,53.6
2042-10-01,Norte,A,31.77,45.31,191,112,49.9
2042-10-02,Occidente,C,33.91,82.63,220,110,160.2
2042-10-03,Sur,B,28.81,16.13,195,121,84.5
2042-10-04,Centro,A,34.46,57.24,219,114,123.5
2042-10-05,Sur,D,59.91,0.71,200,106,152.4
2042-10-06,Norte,A,47.3,24.68,181,110,149.1
2042-10-07,Occidente,C,40.47,204.55,194,126,203.1
2042-10-08,Sur,C,30.82,1.05,205,122,202.5
2042-10-09,Norte,A,39.87,46.64,200,112,77.0
2042-10-10,Centro,A,56.07,264.29,187,93,235.4
2042-10-11,Centro,D,54.76,156.05,201,111,79.8
2042-10-12,Centro,D,47.48,16.12,216,130,119.0
2042-10-13,Norte,A,47.33,36.66,187,110,88.1
2042-10-14,Occidente,C,32.29,130.57,167,123,131.8
2042-10-15,Sur,A,42.24,79.94,199,101,147.8
2042-10-16,Centro,B,55.56,159.31,197,100,44.8
2042-10-17,Norte,B,43.25,18.19,188,86,102.9
2042-10-18,Norte,C,66.23,45.97,226,124,73.1
2042-10-19,Sur,A,62.06,141.37,216,127,257.4
2042-10-20,Centro,A,45.46,53.21,203,118,37.8
2042-10-21,Norte,B,47.35,109.25,202,94,114.6
2042-10-22,Sur,A,72.23,21.78,200,108,26.4
2042-10-23,Occidente,C,58.47,105.53,197,124,87.9
2042-10-24,Occidente,C,50.7,18.99,195,129,29.5
2042-10-25,Occidente,D,51.86,143.52,193,109,42.3
2042-10-26,Centro,C,51.49,78.12,208,129,146.3
2042-10-27,Sur,A,49.83,56.27,192,116,97.2
2042-10-28,Sur,A,39.29,7.31,218,115,64.6
2042-10-29,Norte,B,45.98,109.38,176,118,113.1
2042-10-30,Norte,B,35.64,21.1,200,118,74.4
2042-10-31,Norte,C,57.25,13.01,191,124,119.5
2042-11-01,Sur,D,48.68,16.99,178,132,108.0
2042-11-02,Norte,A,57.75,20.44,203,131,91.5
2042-11-03,Sur,D,37.26,115.41,191,120,167.4
2042-11-04,Sur,A,64.22,66.76,205,126,50.8
2042-11-05,Occidente,C,62.98,62.97,227,107,55.1
2042-11-06,Norte,C,34.26,62.16,200,130,34.0
2042-11-07,Occidente,B,44.94,53.06,193,114,102.0
2042-11-08,Centro,D,46.03,72.43,189,126,159.8
2042-11-09,Centro,B,35.62,17.49,192,119,84.7
2042-11-10,Centro,C,47.4,33.34,241,110,124.7
2042-11-11,Sur,D,55.58,10.57,205,134,-3.5
2042-11-12,Sur,A,45.31,181.19,196,124,115.8
2042-11-13,Sur,B,32.87,944.99,204,115,405.9
2042-11-14,Norte,C,57.72,121.63,191,120,163.0
2042-11-15,Occidente,A,42.08,4.89,200,110,100.1
2042-11-16,Sur,C,43.14,63.86,176,131,183.5
2042-11-17,Occidente,A,66.81,0.66,222,127,67.6
2042-11-18,Occidente,B,53.97,32.3,189,113,88.2
2042-11-19,Occidente,A,41.91,8.38,201,141,141.2
2042-11-20,Norte,D,38.11,54.52,198,117,119.0
2042-11-21,Norte,A,59.66,56.48,201,99,18.1
2042-11-22,Centro,C,58.97,19.4,216,106,21.0
2042-11-23,Centro,A,44.93,176.88,194,140,114.8
2042-11-24,Occidente,B,37.41,145.74,187,130,124.6
2042-11-25,Centro,C,53.86,175.46,216,117,131.3
2042-11-26,Occidente,C,55.94,79.02,205,100,132.5
2042-11-27,Norte,C,46.27,0.83,203,135,58.2
2042-11-28,Norte,C,38.97,257.4,219,126,157.7
2042-11-29,Norte,D,50.25,251.48,197,117,259.0
2042-11-30,Sur,C,54.62,78.46,210,125,56.2
2042-12-01,Occidente,C,45.13,234.17,208,135,110.6
2042-12-02,Norte,C,52.62,31.03,192,111,-9.3
2042-12-03,Occidente,B,53.61,72.81,209,113,45.7
2042-12-04,Centro,B,61.45,116.87,175,124,125.6
2042-12-05,Centro,C,45.79,69.9,200,121,181.3
2042-12-06,Norte,D,38.61,189.31,240,137,163.7
2042-12-07,Occidente,A,49.33,78.08,207,123,114.1
2042-12-08,Norte,D,66.88,18.31,183,114,98.4
2042-12-09,Centro,C,32.37,176.63,175,127,75.3
2042-12-10,Norte,C,26.87,122.76,173,126,67.3
2042-12-11,Occidente,D,48.92,71.87,206,128,130.4
2042-12-12,Centro,C,46.21,68.86,207,111,114.5
2042-12-13,Sur,A,47.92,117.42,188,113,120.4
2042-12-14,Centro,B,47.54,109.08,181,121,126.2
2042-12-15,Sur,A,60.06,30.3,202,122,28.4
2042-12-16,Norte,A,49.58,138.5,197,115,174.3
2042-12-17,Norte,A,58.2,192.96,200,95,156.4
2042-12-18,Occidente,D,25.22,26.94,216,128,60.7
2042-12-19,Sur,D,44.71,59.74,176,121,85.2
2042-12-20,Norte,A,41.85,36.33,223,121,140.3
2042-12-21,Sur,D,27.15,19.59,217,123,66.4
2042-12-22,Norte,C,51.03,9.67,212,121,73.1
2042-12-23,Centro,B,49.0,176.64,218,113,86.4
2042-12-24,Norte,D,45.33,25.65,188,112,36.2
2042-12-25,Occidente,D,48.74,98.75,180,141,99.8
2042-12-26,Centro,A,51.03,57.45,218,140,187.5
2042-12-27,Occidente,B,60.13,70.26,210,141,117.2
2042-12-28,Centro,C,56.43,76.59,187,134,148.7
2042-12-29,Sur,C,53.29,96.32,179,98,116.4
2042-12-30,Occidente,B,73.07,159.24,211,108,150.8
2042-12-31,Norte,C,42.92,19.45,208,128,64.7
2043-01-01,Sur,B,36.4,37.64,196,99,103.3
2043-01-02,Norte,A,61.74,12.07,218,123,26.0
2043-01-03,Centro,C,68.67,119.15,204,129,43.9
2043-01-04,Centro,C,43.65,37.56,211,129,78.7
2043-01-05,Norte,B,63.78,158.22,193,127,116.7
2043-01-06,Norte,C,44.67,129.9,180,123,55.9
2043-01-07,Sur,D,55.85,4.41,187,116,143.1
2043-01-08,Norte,A,56.4,10.75,177,129,130.8
2043-01-09,Occidente,C,43.69,92.23,202,129,195.0
2043-01-10,Occidente,C,68.47,120.98,209,140,101.0
2043-01-11,Norte,C,69.62,46.32,192,114,155.2
2043-01-12,Occidente,B,39.79,22.25,213,140,128.0
2043-01-13,Norte,A,52.01,17.25,240,151,73.0
2043-01-14,Sur,A,59.15,27.51,199,134,87.7
2043-01-15,Occidente,C,31.17,18.17,199,113,164.9
2043-01-16,Occidente,C,50.26,38.75,205,130,76.7
2043-01-17,Norte,B,33.47,67.44,222,122,71.5
2043-01-18,Occidente,A,56.67,113.3,211,112,172.1
2043-01-19,Centro,D,50.86,201.56,201,119,123.7
2043-01-20,Sur,C,46.26,128.95,194,115,184.4
2043-01-21,Sur,D,34.33,105.58,197,122,226.8
2043-01-22,Occidente,D,44.01,154.85,227,111,147.0
2043-01-23,Occidente,A,55.19,234.58,182,132,222.7
2043-01-24,Centro,D,49.59,26.12,195,117,68.1
2043-01-25,Centro,C,61.93,97.42,188,136,161.5
2043-01-26,Occidente,C,61.28,3.84,206,116,123.2
2043-01-27,Occidente,B,60.85,478.7,217,120,202.2
2043-01-28,Centro,A,44.62,195.09,210,132,102.4
2043-01-29,Norte,A,52.95,46.06,187,102,109.6
2043-01-30,Centro,D,40.35,95.53,211,107,178.0
2043-01-31,Norte,C,37.4,78.81,208,103,72.6
2043-02-01,Sur,C,61.82,185.89,219,105,239.2
2043-02-02,Sur,B,38.13,65.09,188,113,117.6
2043-02-03,Centro,D,37.06,14.09,194,125,56.6
2043-02-04,Norte,C,51.05,65.44,181,109,100.6
2043-02-05,Centro,A,47.29,12.6,203,105,39.7
2043-02-06,Centro,B,48.16,164.82,217,115,91.3
2043-02-07,Norte,A,73.06,18.19,201,106,159.3
2043-02-08,Centro,B,40.06,46.07,193,105,82.8
2043-02-09,Sur,A,54.95,11.2,181,123,85.8
2043-02-10,Occidente,D,50.87,47.58,192,118,50.1
2043-02-11,Occidente,C,60.09,330.6,200,132,170.1
2043-02-12,Centro,A,42.14,265.39,219,116,170.0
2043-02-13,Norte,D,47.76,82.83,180,128,71.2
2043-02-14,Norte,A,51.14,101.7,224,135,174.7
2043-02-15,Sur,D,35.66,43.4,177,118,121.7
2043-02-16,Norte,B,31.94,23.63,216,119,-7.2
2043-02-17,Norte,D,49.79,32.58,206,114,154.3
2043-02-18,Sur,A,63.38,8.26,192,120,134.5
2043-02-19,Centro,C,46.48,58.92,184,127,157.6
2043-02-20,Occidente,B,47.85,8.92,191,130,104.7
2043-02-21,Sur,B,61.51,46.59,188,109,91.7
2043-02-22,Centro,D,48.51,190.42,197,118,174.6
2043-02-23,Sur,A,57.77,49.57,215,110,18.8
2043-02-24,Centro,D,76.66,57.18,178,129,94.3
2043-02-25,Sur,B,44.23,74.86,175,127,162.3
2043-02-26,Centro,C,48.23,37.74,229,114,138.6
2043-02-27,Sur,D,53.96,8.58,184,109,69.6
2043-02-28,Centro,A,64.92,143.37,190,99,113.3
2043-03-01,Sur,D,48.85,27.59,174,126,107.7
2043-03-02,Occidente,D,57.29,15.7,197,107,48.8
2043-03-03,Occidente,D,53.48,9.15,196,137,95.0
2043-03-04,Norte,C,49.28,114.03,180,124,118.7
2043-03-05,Centro,A,45.8,1.73,202,133,98.9
2043-03-06,Sur,A,43.91,90.0,191,150,75.9
2043-03-07,Centro,B,80.66,42.83,207,115,56.9
2043-03-08,Occidente,B,34.59,70.69,205,121,81.9
2043-03-09,Centro,D,35.54,237.93,172,106,105.3
2043-03-10,Sur,B,52.45,0.07,212,111,103.3
2043-03-11,Centro,A,52.03,100.84,204,113,104.8
2043-03-12,Sur,D,54.26,224.17,218,115,249.3
2043-03-13,Occidente,B,41.25,28.02,192,112,99.4
2043-03-14,Occidente,C,39.74,12.37,213,116,78.0
2043-03-15,Occidente,B,47.15,49.35,222,125,74.6
2043-03-16,Norte,C,59.08,301.95,192,132,262.6
2043-03-17,Occidente,B,39.82,87.61,161,153,108.0
2043-03-18,Centro,A,51.51,293.8,189,110,201.1
2043-03-19,Norte,B,44.88,31.51,169,120,8.4
2043-03-20,Occidente,C,34.76,127.76,198,111,158.2
2043-03-21,Centro,C,37.19,32.19,205,105,137.2
2043-03-22,Centro,B,59.1,72.56,204,107,103.5
2043-03-23,Centro,D,43.96,234.74,191,138,153.9
2043-03-24,Sur,C,62.44,9.23,217,119,143.7
2043-03-25,Norte,A,49.63,35.1,206,114,98.7
2043-03-26,Centro,B,36.32,43.79,188,115,22.5
2043-03-27,Sur,C,54.77,6.02,196,119,-10.1
2043-03-28,Occidente,B,41.99,27.05,193,91,87.7
2043-03-29,Centro,B,46.23,6.51,175,112,137.6
2043-03-30,Sur,D,61.33,34.87,198,122,78.8
2043-03-31,Centro,B,37.1,2.82,205,129,-18.4
2043-04-01,Norte,B,45.5,3.94,188,123,191.1
2043-04-02,Norte,B,39.16,26.78,185,124,28.4
2043-04-03,Occidente,A,38.1,47.61,203,133,38.8
2043-04-04,Centro,B,45.27,50.8,218,131,140.7
2043-04-05,Sur,A,41.42,43.21,190,119,116.3
2043-04-06,Occidente,B,47.26,72.07,214,127,66.9
2043-04-07,Centro,D,56.39,244.5,214,119,243.3
2043-04-08,Occidente,D,42.49,61.24,202,113,80.2
2043-04-09,Sur,C,35.32,10.53,189,107,-34.7
2043-04-10,Occidente,B,56.41,114.48,226,133,110.7
2043-04-11,Occidente,D,42.42,311.25,191,125,79.8
2043-04-12,Occidente,D,68.28,21.76,221,136,145.2
2043-04-13,Centro,B,45.91,21.52,203,119,111.0
2043-04-14,Sur,C,48.64,28.95,202,113,32.9
2043-04-15,Norte,A,26.96,5.06,202,133,46.6
2043-04-16,Centro,D,38.38,164.03,220,132,139.1
2043-04-17,Norte,D,27.21,47.97,205,131,84.1
2043-04-18,Norte,A,52.94,148.99,219,130,262.4
2043-04-19,Centro,D,49.18,98.39,203,128,141.8
2043-04-20,Centro,A,56.3,11.9,194,116,67.4
2043-04-21,Sur,A,58.07,78.92,197,114,121.1
2043-04-22,Sur,C,59.61,125.96,236,117,190.2
2043-04-23,Occidente,A,47.75,4.98,202,126,66.8
2043-04-24,Norte,A,50.85,54.65,193,114,167.1
2043-04-25,Sur,A,55.79,166.12,202,134,88.1
2043-04-26,Occidente,A,42.05,404.72,229,122,246.8
2043-04-27,Sur,D,40.62,119.78,175,125,162.2
2043-04-28,Centro,A,65.4,37.07,205,133,52.5
2043-04-29,Sur,D,31.94,32.96,198,119,59.0
2043-04-30,Norte,B,55.0,88.33,203,106,16.9
2043-05-01,Sur,B,53.41,270.76,190,125,144.1
2043-05-02,Norte,A,38.77,25.86,185,119,41.7
2043-05-03,Centro,C,43.32,26.23,214,116,45.1
2043-05-04,Norte,C,46.43,71.86,185,120,82.4
2043-05-05,Sur,D,52.17,85.73,211,108,124.4
2043-05-06,Occidente,D,53.52,276.23,180,127,158.9
2043-05-07,Centro,B,49.69,39.02,223,112,154.7
2043-05-08,Sur,D,51.88,55.81,204,118,30.7
2043-05-09,Centro,C,56.59,44.14,209,119,127.4
2043-05-10,Centro,B,56.13,132.3,176,115,130.2
2043-05-11,Sur,A,65.34,43.97,186,121,68.8
2043-05-12,Sur,D,60.43,57.15,214,96,40.7
2043-05-13,Occidente,A,50.18,45.36,177,119,102.1
2043-05-14,Centro,D,56.41,2.83,177,121,82.7
2043-05-15,Centro,C,54.24,78.09,214,114,90.2
2043-05-16,Sur,D,51.64,50.12,219,119,119.2
2043-05-17,Norte,C,41.31,13.86,169,118,139.0
2043-05-18,Sur,C,51.62,91.79,182,140,118.1
2043-05-19,Centro,A,29.35,116.91,185,108,1.2
2043-05-20,Sur,D,60.72,71.7,213,125,187.8
2043-05-21,Occidente,A,53.5,28.57,186,93,38.4
2043-05-22,Norte,C,48.41,76.32,187,104,108.6
2043-05-23,Sur,C,45.79,32.53,187,98,126.1
2043-05-24,Occidente,C,56.55,16.27,218,105,79.0
2043-05-25,Centro,C,68.38,10.13,222,107,95.8
2043-05-26,Sur,B,53.75,18.51,222,122,105.5
2043-05-27,Centro,C,69.02,282.4,187,132,232.9
2043-05-28,Occidente,D,57.84,34.23,190,100,157.4
2043-05-29,Centro,C,41.95,102.49,207,113,84.3
2043-05-30,Occidente,B,54.88,144.29,198,125,113.6
2043-05-31,Occidente,D,53.9,83.35,197,115,62.3
2043-06-01,Occidente,B,41.94,70.71,171,132,43.2
2043-06-02,Sur,B,45.92,42.9,186,135,9.1
2043-06-03,Centro,D,45.72,22.95,187,109,99.9
2043-06-04,Centro,B,51.0,229.01,206,113,160.0
2043-06-05,Norte,C,47.2,91.42,192,105,67.4
2043-06-06,Norte,A,52.69,15.47,187,116,127.7
2043-06-07,Norte,A,54.31,136.61,203,116,144.6
2043-06-08,Norte,A,62.68,10.02,203,109,69.0
2043-06-09,Centro,D,55.49,73.32,218,142,107.2
2043-06-10,Occidente,D,42.98,6.34,193,111,52.0
2043-06-11,Occidente,D,71.11,64.66,196,118,18.4
2043-06-12,Sur,A,43.05,77.85,204,122,117.7
2043-06-13,Occidente,A,46.12,69.87,227,117,91.8
2043-06-14,Centro,D,55.97,57.83,184,105,127.8
2043-06-15,Centro,A,78.95,27.96,188,125,135.1
2043-06-16,Centro,B,54.02,9.6,215,114,51.9
2043-06-17,Sur,B,43.58,98.46,186,116,96.2
2043-06-18,Norte,A,33.61,16.78,213,111,46.1
2043-06-19,Occidente,D,32.94,47.92,208,118,27.0
2043-06-20,Centro,C,50.11,133.15,191,114,139.2
2043-06-21,Centro,C,55.45,93.28,198,112,-37.7
2043-06-22,Norte,A,35.8,206.28,171,120,168.3
2043-06-23,Centro,C,52.22,114.22,184,113,132.1
2043-06-24,Occidente,D,36.86,280.84,220,120,143.4
2043-06-25,Sur,B,40.76,24.22,170,106,107.2
2043-06-26,Centro,B,56.32,4.21,210,118,43.5
2043-06-27,Occidente,D,42.52,8.26,193,113,68.9
2043-06-28,Centro,C,63.1,22.76,214,122,204.2
2043-06-29,Norte,A,44.16,5.44,192,122,65.2
2043-06-30,Centro,B,61.09,30.77,188,119,95.8
2043-07-01,Centro,C,72.65,191.7,198,108,135.5
2043-07-02,Sur,C,42.54,30.44,228,113,81.5
2043-07-03,Norte,B,74.66,169.32,178,112,191.3
2043-07-04,Norte,B,50.13,38.52,198,118,12.3
2043-07-05,Sur,A,43.67,57.57,214,133,15.9
2043-07-06,Centro,D,47.04,191.46,203,124,191.7
2043-07-07,Occidente,C,45.97,67.85,210,116,95.8
2043-07-08,Norte,A,64.02,13.12,182,109,10.9
2043-07-09,Norte,B,63.18,44.6,225,120,74.3
2043-07-10,Centro,D,63.06,168.11,204,122,52.0
2043-07-11,Centro,D,37.01,7.35,190,147,23.2
2043-07-12,Norte,C,51.89,134.15,174,135,158.8
2043-07-13,Centro,D,34.5,133.68,202,116,158.6
2043-07-14,Occidente,B,60.11,58.77,195,109,115.3
2043-07-15,Norte,B,45.16,2.05,214,115,91.8
2043-07-16,Occidente,B,55.03,28.02,215,112,81.6
2043-07-17,Occidente,A,44.98,32.06,199,118,51.6
2043-07-18,Centro,B,32.44,143.8,212,125,160.3
2043-07-19,Occidente,A,58.85,77.15,225,126,163.1
2043-07-20,Centro,B,59.62,40.88,207,136,135.0
2043-07-21,Sur,B,51.39,95.71,203,129,27.8
2043-07-22,Centro,D,28.89,11.08,211,122,110.3
2043-07-23,Occidente,C,57.5,543.0,209,131,227.7
2043-07-24,Sur,B,42.62,7.96,188,100,78.9
2043-07-25,Centro,D,55.17,173.33,228,133,97.0
2043-07-26,Occidente,D,45.09,58.27,195,119,58.2
2043-07-27,Norte,C,46.12,218.59,224,144,196.4
2043-07-28,Norte,D,54.98,22.17,200,127,67.9
2043-07-29,Centro,D,41.79,80.03,194,123,107.2
2043-07-30,Centro,C,48.33,90.19,206,114,126.6
2043-07-31,Norte,A,55.1,62.54,198,116,173.1
2043-08-01,Occidente,C,71.66,32.92,190,129,136.1
2043-08-02,Occidente,C,49.26,166.21,189,126,117.4
2043-08-03,Occidente,B,58.39,23.16,195,114,139.1
2043-08-04,Centro,B,38.28,30.3,187,137,43.0
2043-08-05,Sur,A,66.95,53.2,194,105,62.1
2043-08-06,Sur,C,41.92,177.47,204,130,108.5
2043-08-07,Sur,C,48.68,0.81,192,123,119.8
2043-08-08,Sur,A,55.11,224.62,205,107,110.2
2043-08-09,Sur,B,42.2,78.62,217,114,111.6
2043-08-10,Centro,C,60.81,9.95,197,141,117.0
2043-08-11,Centro,A,43.38,25.18,204,114,102.7
2043-08-12,Sur,B,58.31,7.42,192,107,74.3
2043-08-13,Centro,D,60.68,59.63,196,135,93.3
2043-08-14,Centro,A,55.78,1.9,204,126,95.3
2043-08-15,Sur,A,57.08,112.68,205,91,124.0
2043-08-16,Occidente,C,75.31,12.62,193,99,125.3
