fecha,region,producto,precio,marketing,clientes_web,clientes_tienda,ventas
2035-09-22,Sur,D,39.91,145.88,183,133,6250.04
2035-09-23,Occidente,D,55.82,270.61,196,138,8835.31
2035-09-24,Norte,D,52.85,26.26,186,108,6483.03
2035-09-25,Norte,A,44.01,89.48,186,109,6039.52
2035-09-26,Sur,C,45.72,47.53,216,113,6963.11
2035-09-27,Occidente,C,54.76,128.22,198,116,7832.14
2035-09-28,Centro,C,46.81,16.43,202,108,6387.15
2035-09-29,Sur,A,44.19,19.76,203,124,6738.23
2035-09-30,Occidente,A,69.79,13.96,175,120,9489.59
2035-10-01,Centro,B,44.5,31.35,208,94,6062.47
2035-10-02,Sur,B,56.69,20.65,192,94,7135.07
2035-10-03,Occidente,B,53.93,148.81,158,119,7030.26
2035-10-04,Norte,D,34.77,88.43,206,90,4237.94
2035-10-05,Norte,C,43.21,46.42,211,108,5730.77
2035-10-06,Occidente,A,58.19,22.97,198,108,7650.19
2035-10-07,Norte,B,48.69,162.49,200,123,6839.37
2035-10-08,Occidente,D,35.35,212.2,196,117,5160.58
2035-10-09,Centro,A,53.94,191.65,209,134,8841.47
2035-10-10,Occidente,D,44.18,258.74,203,101,5934.08
2035-10-11,Centro,D,54.36,164.9,194,144,8599.08
2035-10-12,Sur,D,76.88,100.17,193,117,10930.69
2035-10-13,Occidente,C,53.82,56.24,203,106,7731.56
2035-10-14,Sur,A,56.12,34.3,213,117,7935.6
2035-10-15,Norte,A,47.46,0.64,187,117,6395.12
2035-10-16,Centro,D,38.8,178.55,207,119,5460.36
2035-10-17,Occidente,C,60.24,57.31,202,132,9082.74
2035-10-18,Sur,D,43.94,205.73,196,115,6201.57
2035-10-19,Centro,B,47.71,38.84,210,126,7307.73
2035-10-20,Centro,A,67.93,41.26,181,125,9816.9
2035-10-21,Norte,A,46.62,2.14,168,142,6844.87
2035-10-22,Norte,C,62.15,66.44,212,124,9398.71
2035-10-23,Centro,A,53.87,67.09,202,96,6721.17
2035-10-24,Centro,A,44.47,106.38,220,112,6644.64
2035-10-25,Occidente,A,53.41,138.5,206,133,8457.93
2035-10-26,Centro,C,42.84,42.66,198,117,6192.47
2035-10-27,Occidente,D,59.05,262.3,217,130,9658.85
2035-10-28,Centro,A,62.47,60.95,177,130,8978.19
2035-10-29,Norte,D,50.49,85.28,189,121,6960.86
2035-10-30,Occidente,C,63.42,90.13,212,134,10062.98
2035-10-31,Sur,D,51.6,209.19,201,132,8048.9
2035-11-01,Norte,B,59.15,118.08,188,132,9049.63
2035-11-02,Occidente,A,79.51,43.64,191,123,11299.35
2035-11-03,Occidente,C,74.75,122.45,187,119,10541.59
2035-11-04,Sur,C,48.17,223.26,194,109,6630.31
2035-11-05,Occidente,D,52.94,172.65,200,124,7636.44
2035-11-06,Centro,A,39.46,4.85,174,117,5305.38
2035-11-07,Sur,C,57.99,6.84,192,109,7718.9
2035-11-08,Norte,B,53.89,113.66,190,120,7548.34
2035-11-09,Norte,D,42.26,397.77,210,118,6492.29
2035-11-10,Centro,B,61.87,91.48,209,119,9388.85
2035-11-11,Norte,B,47.34,57.19,185,103,6195.09
2035-11-12,Occidente,D,44.79,87.17,192,118,6183.31
2035-11-13,Occidente,B,53.99,60.68,186,119,7381.01
2035-11-14,Centro,D,45.35,24.02,173,112,6041.07
2035-11-15,Norte,D,49.68,32.79,169,114,6456.95
2035-11-16,Norte,C,67.46,35.53,195,125,9833.46
2035-11-17,Centro,C,43.85,91.46,207,120,6519.27
2035-11-18,Sur,B,56.75,178.1,211,126,8852.18
2035-11-19,Norte,B,44.17,5.27,206,109,6123.57
2035-11-20,Sur,B,40.27,73.97,176,101,4969.97
2035-11-21,Norte,B,49.18,75.58,203,105,6663.61
2035-11-22,Norte,B,76.84,324.36,209,130,11951.41
2035-11-23,Norte,C,57.82,170.33,206,123,8848.16
2035-11-24,Norte,B,54.62,49.64,185,127,7885.55
2035-11-25,Occidente,B,44.75,94.09,230,126,7296.58
2035-11-26,Sur,A,46.15,106.76,209,122,6834.23
2035-11-27,Sur,D,35.17,110.87,188,122,4873.04
2035-11-28,Norte,D,67.95,238.76,216,92,9137.53
2035-11-29,Norte,C,52.69,86.9,180,106,6837.0
2035-11-30,Sur,D,51.82,24.77,201,114,7538.43
2035-12-01,Occidente,B,52.04,103.01,191,114,7410.24
2035-12-02,Centro,D,70.9,26.83,211,130,10903.19
2035-12-03,Centro,C,53.0,12.38,194,106,6799.54
2035-12-04,Sur,D,48.07,93.8,176,126,6806.56
2035-12-05,Norte,D,67.99,33.05,217,136,10654.35
2035-12-06,Norte,A,48.7,99.03,206,117,7100.5
2035-12-07,Occidente,A,33.08,171.75,213,111,4691.56
2035-12-08,Centro,B,34.73,15.79,199,109,4536.95
2035-12-09,Occidente,D,48.08,6.09,182,144,6824.32
2035-12-10,Centro,B,52.92,8.84,227,138,8625.31
2035-12-11,Sur,D,58.22,343.67,209,130,9576.74
2035-12-12,Centro,B,40.82,9.34,204,125,6306.02
2035-12-13,Occidente,B,47.75,257.19,192,109,6308.6
2035-12-14,Occidente,D,41.9,369.95,198,115,6105.99
2035-12-15,Occidente,A,61.14,7.41,197,129,9219.73
2035-12-16,Sur,C,62.82,76.97,199,117,8856.26
2035-12-17,Centro,B,69.58,119.82,190,118,9876.83
2035-12-18,Centro,C,53.52,3.78,183,127,7622.56
2035-12-19,Occidente,D,68.65,72.87,207,124,10163.12
2035-12-20,Centro,B,43.07,54.58,196,116,6032.55
2035-12-21,Norte,D,52.16,70.96,201,113,6859.53
2035-12-22,Norte,B,39.39,79.41,205,110,5821.84
2035-12-23,Norte,A,55.73,125.83,213,117,8197.87
2035-12-24,Centro,B,52.85,13.29,190,140,7947.76
2035-12-25,Sur,B,25.46,501.73,218,115,3877.72
2035-12-26,Sur,B,61.1,32.53,190,122,8541.65
2035-12-27,Sur,D,58.55,390.21,193,119,8509.66
2035-12-28,Sur,A,44.44,115.72,210,118,7005.02
2035-12-29,Norte,D,52.81,115.07,196,131,7931.74
2035-12-30,Norte,C,35.06,254.98,213,111,4760.95
2035-12-31,Occidente,A,42.3,217.06,204,119,6174.18
2036-01-01,Centro,B,66.69,25.77,194,138,10632.31
2036-01-02,Centro,B,38.46,119.33,195,109,5488.75
2036-01-03,Sur,B,50.1,70.3,189,128,7240.42
2036-01-04,Norte,C,36.04,67.81,200,103,4927.76
2036-01-05,Sur,C,53.38,1.49,182,137,8250.12
2036-01-06,Occidente,B,55.63,74.68,203,101,7575.76
2036-01-07,Centro,B,57.24,10.04,206,121,8710.08
2036-01-08,Centro,C,54.68,31.32,209,127,8586.47
2036-01-09,Sur,D,64.27,1.07,194,130,9539.69
2036-01-10,Occidente,A,44.46,51.24,224,114,6688.08
2036-01-11,Centro,A,39.42,259.44,195,128,5944.97
2036-01-12,Occidente,C,44.13,161.95,197,110,5802.01
2036-01-13,Occidente,C,36.54,5.92,198,116,5042.43
2036-01-14,Sur,D,50.79,124.75,193,133,7669.75
2036-01-15,Norte,B,48.6,130.07,197,117,7288.62
2036-01-16,Sur,C,54.78,150.72,219,124,8243.1
2036-01-17,Norte,D,33.84,107.11,171,130,4645.75
2036-01-18,Occidente,C,49.87,6.88,173,127,7462.84
2036-01-19,Norte,B,62.14,105.74,197,133,9461.13
2036-01-20,Occidente,C,55.72,24.21,194,110,7543.47
2036-01-21,Centro,B,31.04,89.98,189,124,4420.55
2036-01-22,Centro,D,49.88,113.49,214,126,7644.55
2036-01-23,Centro,A,42.67,11.22,206,130,6453.1
2036-01-24,Sur,D,50.13,62.88,215,114,7098.15
2036-01-25,Sur,A,46.19,26.54,212,118,7221.12
2036-01-26,Occidente,D,67.39,164.74,199,113,9644.33
2036-01-27,Centro,A,50.86,267.76,192,120,7441.22
2036-01-28,Sur,D,53.17,72.59,221,129,8527.38
2036-01-29,Centro,B,49.56,80.94,186,135,7323.09
2036-01-30,Sur,A,54.74,8.25,217,125,8304.66
2036-01-31,Norte,A,47.83,49.31,207,121,6735.65
2036-02-01,Norte,B,57.74,15.64,198,139,9014.4
2036-02-02,Centro,B,46.08,121.91,205,126,7001.95
2036-02-03,Occidente,A,63.76,319.63,194,119,9100.45
2036-02-04,Sur,A,54.96,164.47,197,105,7312.6
2036-02-05,Sur,A,48.47,49.11,199,109,6572.07
2036-02-06,Norte,C,58.42,108.95,196,111,8183.34
2036-02-07,Norte,D,54.93,597.3,199,110,7904.0
2036-02-08,Occidente,B,58.27,4.16,162,107,7332.82
2036-02-09,Occidente,B,50.86,32.58,196,114,6780.78
2036-02-10,Occidente,D,47.59,8.25,178,115,6393.03
2036-02-11,Centro,B,51.35,101.62,203,125,7487.28
2036-02-12,Norte,B,45.0,184.56,200,119,6491.38
2036-02-13,Centro,A,59.79,45.19,216,117,8629.13
2036-02-14,Norte,B,64.69,50.09,184,123,8825.61
2036-02-15,Norte,C,55.79,34.82,202,116,7988.5
2036-02-16,Sur,C,64.18,82.88,196,114,8730.85
2036-02-17,Norte,A,61.27,13.52,212,128,9435.56
2036-02-18,Norte,A,47.32,20.85,191,121,6747.53
2036-02-19,Centro,B,58.36,8.47,208,147,9796.41
2036-02-20,Norte,A,37.17,15.48,191,114,5079.94
2036-02-21,Centro,A,51.86,185.6,229,112,7680.86
2036-02-22,Occidente,D,38.18,19.86,184,119,5377.96
2036-02-23,Norte,A,48.9,66.02,210,131,7492.77
2036-02-24,Norte,C,35.6,120.14,198,129,5391.45
2036-02-25,Centro,B,60.94,20.91,228,122,9493.38
2036-02-26,Occidente,A,46.05,59.63,216,138,7259.19
2036-02-27,Sur,D,59.06,24.11,185,121,7997.47
2036-02-28,Occidente,B,49.24,246.26,206,117,7158.08
2036-02-29,Centro,B,31.56,3.75,216,132,5065.71
2036-03-01,Occidente,B,45.16,88.41,183,103,5487.51
2036-03-02,Centro,D,44.69,213.07,203,153,7102.81
2036-03-03,Centro,C,49.85,154.22,198,100,6735.98
2036-03-04,Sur,D,65.08,26.57,184,100,8021.45
2036-03-05,Norte,D,66.74,77.09,185,127,9524.98
2036-03-06,Centro,B,47.69,6.41,193,137,7412.07
2036-03-07,Centro,D,37.4,32.71,221,126,5748.4
2036-03-08,Sur,B,42.56,48.59,188,96,5350.93
2036-03-09,Centro,A,54.8,7.79,203,139,8667.1
2036-03-10,Norte,A,48.92,18.31,199,134,7507.24
2036-03-11,Sur,D,34.25,185.37,204,105,4495.4
2036-03-12,Norte,C,44.96,63.03,195,125,6389.35
2036-03-13,Norte,B,63.12,285.24,202,135,9720.73
2036-03-14,Sur,D,52.92,17.01,167,124,7057.14
2036-03-15,Centro,D,50.47,110.99,206,99,6724.31
2036-03-16,Norte,C,46.11,144.42,214,127,7144.85
2036-03-17,Norte,B,45.4,149.58,214,151,7272.89
2036-03-18,Norte,D,55.44,143.01,204,117,8129.56
2036-03-19,Norte,C,51.42,18.35,200,124,7741.0
2036-03-20,Sur,B,57.71,59.18,200,117,8434.0
2036-03-21,Sur,A,55.47,222.06,189,97,7034.4
2036-03-22,Occidente,C,50.2,84.46,196,140,8043.64
2036-03-23,Occidente,D,53.84,46.77,192,135,8084.4
2036-03-24,Norte,A,44.07,1.43,188,109,5705.96
2036-03-25,Centro,B,49.52,93.61,207,123,7414.76
2036-03-26,Norte,C,63.41,224.96,198,122,9428.09
2036-03-27,Centro,A,50.11,22.79,202,110,6765.94
2036-03-28,Norte,A,47.83,530.44,190,114,6976.0
2036-03-29,Occidente,D,52.1,23.63,217,118,8127.13
2036-03-30,Occidente,A,38.34,84.49,192,139,5942.74
2036-03-31,Centro,D,52.21,65.45,198,127,7950.05
2036-04-01,Norte,B,66.96,147.17,193,99,8323.35
2036-04-02,Centro,D,41.91,67.21,180,116,5644.39
2036-04-03,Occidente,C,52.67,41.01,201,127,8139.18
2036-04-04,Norte,A,49.77,320.5,207,125,7499.34
2036-04-05,Norte,B,49.51,84.02,195,110,6984.23
2036-04-06,Centro,D,49.33,4.51,211,125,7656.87
2036-04-07,Sur,D,57.14,58.5,186,103,7226.53
2036-04-08,Centro,D,39.02,69.63,222,109,5276.0
2036-04-09,Occidente,B,56.89,3.44,185,109,7574.37
2036-04-10,Occidente,B,50.69,114.85,197,129,7840.76
2036-04-11,Occidente,C,32.37,66.02,196,127,4582.06
2036-04-12,Occidente,B,53.8,12.06,219,127,8428.29
2036-04-13,Occidente,D,51.14,40.88,204,129,7771.14
2036-04-14,Sur,B,41.28,69.45,218,109,6123.98
2036-04-15,Norte,D,51.61,205.9,198,127,7987.93
2036-04-16,Centro,C,36.84,61.87,200,120,5381.39
2036-04-17,Centro,C,43.15,234.08,223,114,6349.25
2036-04-18,Occidente,D,50.37,141.35,206,119,7466.66
2036-04-19,Centro,B,33.14,103.78,181,111,4321.37
2036-04-20,Occidente,B,38.49,97.4,182,99,4688.52
2036-04-21,Sur,A,39.98,130.71,202,128,5814.49
2036-04-22,Sur,C,50.79,58.59,196,127,7202.38
2036-04-23,Norte,C,54.41,54.88,202,130,8171.36
2036-04-24,Sur,D,41.07,24.69,202,117,6178.55
2036-04-25,Sur,A,40.51,81.68,224,123,6073.5
2036-04-26,Norte,B,51.38,118.51,206,123,7773.0
2036-04-27,Centro,D,51.11,30.88,222,134,8370.47
2036-04-28,Occidente,B,43.0,26.31,173,129,6265.27
2036-04-29,Occidente,B,68.29,20.61,200,126,10044.54
2036-04-30,Centro,B,51.84,6.21,188,109,6831.24
2036-05-01,Norte,A,48.3,247.44,208,131,7288.26
2036-05-02,Centro,C,46.14,239.78,197,145,7749.47
2036-05-03,Sur,C,60.09,16.55,222,131,9563.1
2036-05-04,Norte,B,55.45,169.5,167,114,7289.24
2036-05-05,Norte,A,32.62,50.57,174,113,3871.02
2036-05-06,Norte,B,43.04,85.66,206,135,6853.55
2036-05-07,Occidente,B,45.53,77.81,209,117,6725.32
2036-05-08,Centro,D,49.88,119.19,191,122,7298.37
2036-05-09,Norte,A,56.27,93.28,214,106,7800.77
2036-05-10,Norte,A,39.3,30.04,198,123,5672.77
2036-05-11,Norte,C,49.21,47.75,203,116,7034.56
2036-05-12,Centro,C,66.99,45.16,167,122,8988.19
2036-05-13,Occidente,B,50.29,267.18,202,126,7756.29
2036-05-14,Sur,D,43.06,4.55,204,127,6390.32
2036-05-15,Occidente,D,36.66,152.45,176,117,4955.59
2036-05-16,Norte,D,45.13,59.09,207,128,6847.8
2036-05-17,Occidente,B,39.21,132.51,191,136,6010.56
2036-05-18,Occidente,C,46.05,36.56,216,123,6791.84
2036-05-19,Sur,A,55.42,10.43,214,127,8282.43
2036-05-20,Centro,B,50.37,163.35,188,117,6921.17
2036-05-21,Centro,D,45.2,10.99,208,122,6907.61
2036-05-22,Occidente,D,32.09,168.19,191,98,4151.05
2036-05-23,Occidente,B,58.32,76.58,176,133,8549.28
2036-05-24,Centro,D,46.48,113.9,195,129,7347.71
2036-05-25,Centro,A,51.08,30.93,185,143,7878.99
2036-05-26,Sur,B,40.88,113.61,195,131,6301.83
2036-05-27,Norte,A,45.91,223.04,198,109,6706.46
2036-05-28,Occidente,C,44.2,19.9,174,143,6793.74
2036-05-29,Centro,D,36.66,171.42,231,124,5892.61
2036-05-30,Occidente,D,40.92,86.42,201,121,5863.74
2036-05-31,Occidente,C,49.85,24.04,189,103,6494.33
2036-06-01,Centro,C,52.99,180.67,191,138,8107.17
2036-06-02,Sur,C,43.16,25.45,210,120,6599.83
2036-06-03,Occidente,D,37.97,212.33,212,122,6101.82
2036-06-04,Sur,C,46.44,44.25,216,128,7187.76
2036-06-05,Centro,B,57.8,120.48,205,102,7629.04
2036-06-06,Norte,C,40.61,130.94,197,118,5449.94
2036-06-07,Norte,B,50.13,68.58,221,119,7568.46
2036-06-08,Occidente,B,43.4,181.8,208,120,6478.09
2036-06-09,Centro,A,61.29,46.16,208,138,9512.52
2036-06-10,Sur,B,44.93,191.62,209,108,6449.56
2036-06-11,Occidente,B,56.62,84.34,212,100,7789.01
2036-06-12,Centro,C,60.15,4.28,220,105,8649.49
2036-06-13,Centro,D,65.41,59.95,197,114,9064.01
2036-06-14,Sur,C,36.47,170.38,208,128,5851.0
2036-06-15,Occidente,A,36.02,30.71,208,124,5189.52
2036-06-16,Centro,A,61.65,124.71,198,129,9101.42
2036-06-17,Centro,D,60.01,59.98,194,114,8060.24
2036-06-18,Centro,B,43.83,37.16,208,111,5955.67
2036-06-19,Sur,A,17.63,220.21,195,111,2330.46
2036-06-20,Occidente,D,50.81,65.38,223,111,7537.7
2036-06-21,Occidente,C,34.83,140.43,206,121,4941.74
2036-06-22,Occidente,C,41.72,62.29,193,108,5414.72
2036-06-23,Occidente,C,51.81,36.38,216,118,7422.07
2036-06-24,Norte,B,53.16,252.77,204,127,8122.86
2036-06-25,Norte,B,65.81,14.53,211,119,9565.58
2036-06-26,Occidente,D,46.27,86.89,194,112,6489.5
2036-06-27,Sur,A,40.24,21.92,196,107,5662.62
2036-06-28,Norte,C,59.17,12.26,216,107,8397.49
2036-06-29,Centro,B,53.77,10.04,176,119,7407.89
2036-06-30,Norte,B,46.37,145.82,201,130,6878.24
2036-07-01,Centro,A,50.32,30.33,191,128,7237.78
2036-07-02,Occidente,C,46.22,84.2,207,103,6331.08
2036-07-03,Norte,C,56.92,67.86,211,112,8267.74
2036-07-04,Sur,A,66.88,202.81,212,104,9407.47
2036-07-05,Norte,D,42.75,145.14,217,116,6452.27
2036-07-06,Norte,D,54.21,118.71,199,106,7091.84
2036-07-07,Norte,A,34.7,232.07,182,118,5081.5
2036-07-08,Occidente,A,39.27,88.08,213,119,5938.2
2036-07-09,Sur,D,55.63,167.46,198,146,9165.82
2036-07-10,Norte,A,49.3,192.2,200,104,6935.14
2036-07-11,Sur,C,38.91,162.53,183,118,5531.46
2036-07-12,Occidente,D,50.09,47.38,182,126,7300.64
2036-07-13,Centro,D,58.79,163.75,201,135,9019.0
2036-07-14,Norte,D,35.53,74.22,205,117,5078.2
2036-07-15,Sur,C,67.47,41.94,190,112,9350.7
2036-07-16,Sur,A,55.73,22.81,191,100,6868.67
2036-07-17,Occidente,B,55.93,118.03,197,129,8298.78
2036-07-18,Norte,B,49.99,36.32,182,123,7169.66
2036-07-19,Centro,C,67.47,30.64,211,137,11204.87
2036-07-20,Sur,C,59.62,89.57,212,94,7748.89
2036-07-21,Norte,A,46.32,29.65,210,113,6347.93
2036-07-22,Centro,B,57.57,38.39,172,133,8332.16
2036-07-23,Sur,D,42.67,121.43,214,107,5579.75
2036-07-24,Sur,C,47.2,111.71,199,105,6468.52
2036-07-25,Centro,B,64.67,265.2,199,123,9727.4
2036-07-26,Centro,D,53.88,160.46,233,134,8899.7
2036-07-27,Occidente,D,56.62,41.81,191,122,7717.85
2036-07-28,Norte,A,61.7,62.39,203,111,8650.73
2036-07-29,Norte,C,55.48,83.78,204,115,7991.91
2036-07-30,Occidente,D,41.89,50.79,199,121,5898.39
2036-07-31,Sur,C,66.61,419.29,206,106,9247.12
2036-08-01,Centro,B,55.16,3.43,187,108,7091.26
2036-08-02,Centro,B,55.87,103.8,210,122,8764.49
2036-08-03,Centro,C,50.56,95.62,224,128,7981.52
2036-08-04,Sur,D,61.11,269.63,189,107,8406.77
2036-08-05,Centro,D,69.15,231.76,193,107,9119.58
2036-08-06,Centro,B,46.25,250.99,179,119,6684.32
2036-08-07,Occidente,D,60.65,453.36,196,130,9328.41
2036-08-08,Sur,D,50.34,39.65,207,122,7193.65
2036-08-09,Norte,B,30.02,67.24,169,115,4155.41
2036-08-10,Occidente,A,35.96,20.73,184,138,5505.19
2036-08-11,Occidente,B,54.24,168.46,189,109,7496.71
2036-08-12,Norte,C,60.1,85.16,190,107,7673.34
2036-08-13,Occidente,A,56.09,116.87,210,112,8293.46
2036-08-14,Sur,C,57.69,6.36,202,121,8690.73
2036-08-15,Centro,A,75.9,6.06,198,129,11372.46
2036-08-16,Sur,A,55.28,7.78,201,129,8451.64
2036-08-17,Norte,B,47.35,125.24,193,109,6611.35
2036-08-18,Norte,B,48.73,45.91,213,116,6930.7
2036-08-19,Occidente,C,66.35,137.57,214,112,9613.73
2036-08-20,Sur,B,37.31,72.98,221,115,5205.11
2036-08-21,Sur,A,62.38,21.3,201,124,9356.39
2036-08-22,Norte,B,50.16,12.16,193,129,7687.4
2036-08-23,Sur,C,41.68,262.14,192,137,6407.07
2036-08-24,Norte,A,35.5,107.28,191,136,5589.91
2036-08-25,Sur,C,64.81,92.83,200,113,8980.06
2036-08-26,Sur,D,41.43,94.87,182,116,5497.69
2036-08-27,Sur,B,50.62,44.68,202,122,7355.24
2036-08-28,Norte,A,40.25,10.8,220,143,6865.18
2036-08-29,Occidente,C,69.66,210.51,205,109,9721.28
2036-08-30,Sur,B,50.98,256.32,192,138,8136.52
2036-08-31,Norte,B,36.54,63.0,197,114,5166.19
2036-09-01,Norte,C,45.71,55.31,177,115,6181.24
2036-09-02,Sur,A,63.93,24.91,218,115,9472.59
2036-09-03,Sur,C,40.23,0.85,203,140,6535.04
2036-09-04,Occidente,B,46.39,120.79,210,113,6619.41
2036-09-05,Norte,C,61.87,69.4,194,140,9314.74
2036-09-06,Norte,D,53.42,299.97,184,135,7851.5
2036-09-07,Centro,B,37.81,4.52,203,142,5992.14
2036-09-08,Norte,A,52.23,41.1,183,135,7737.35
2036-09-09,Occidente,D,48.47,420.48,198,117,7282.61
2036-09-10,Centro,C,50.52,97.01,218,103,6644.64
2036-09-11,Centro,A,59.47,43.32,232,113,8973.46
2036-09-12,Centro,D,52.41,22.13,198,119,7730.88
2036-09-13,Sur,C,49.07,6.76,197,111,6779.72
2036-09-14,Sur,D,48.58,256.21,193,126,7561.66
2036-09-15,Norte,B,60.77,51.3,206,126,8845.09
2036-09-16,Centro,A,42.8,289.99,190,124,6229.12
2036-09-17,Occidente,D,28.32,43.29,198,109,3843.13
2036-09-18,Sur,B,47.75,286.26,216,125,7415.05
2036-09-19,Occidente,C,53.78,165.91,206,129,8077.09
2036-09-20,Occidente,B,45.84,39.61,198,127,6763.85
2036-09-21,Sur,C,44.75,55.41,185,112,6105.59
2036-09-22,Sur,A,46.36,287.01,217,109,6898.02
2036-09-23,Sur,B,49.75,136.32,224,114,7602.33
2036-09-24,Sur,B,37.02,163.45,205,124,5563.0
2036-09-25,Centro,C,56.61,98.66,181,103,7466.86
2036-09-26,Centro,D,23.38,6.23,180,127,3538.0
2036-09-27,Centro,C,55.4,196.47,174,139,8689.99
2036-09-28,Centro,D,53.13,150.45,213,115,7793.96
2036-09-29,Norte,C,54.97,84.75,201,120,7622.96
2036-09-30,Centro,A,30.72,118.78,190,112,4206.9
2036-10-01,Sur,D,52.93,26.32,202,112,6973.35
2036-10-02,Occidente,B,44.57,260.18,208,128,6944.07
2036-10-03,Centro,D,66.02,24.09,167,121,8631.38
2036-10-04,Norte,C,53.62,111.81,193,127,7804.88
2036-10-05,Sur,C,38.23,64.48,190,119,5639.0
2036-10-06,Occidente,D,33.09,80.09,200,137,4650.72
2036-10-07,Occidente,B,43.85,23.02,198,104,5727.58
2036-10-08,Centro,A,58.12,19.96,187,119,8273.42
2036-10-09,Occidente,B,61.52,39.82,183,130,8786.6
2036-10-10,Centro,D,51.81,3.0,194,122,7520.57
2036-10-11,Centro,C,50.8,12.92,213,132,7734.84
2036-10-12,Sur,B,46.68,45.27,217,111,6997.88
2036-10-13,Sur,C,49.79,93.6,195,108,6646.68
2036-10-14,Norte,C,62.16,43.37,216,100,8425.74
2036-10-15,Sur,B,46.53,7.6,191,133,6888.23
2036-10-16,Sur,D,56.59,161.3,207,104,7846.93
2036-10-17,Centro,B,44.72,17.2,198,95,5623.38
2036-10-18,Sur,A,60.13,5.75,228,104,8332.55
2036-10-19,Centro,C,55.79,43.41,197,124,8281.19
2036-10-20,Centro,C,59.72,62.37,178,131,8752.82
2036-10-21,Sur,D,68.82,222.86,199,114,9303.21
2036-10-22,Norte,C,24.18,28.5,208,139,4107.38
2036-10-23,Norte,C,57.54,88.41,190,115,7688.51
2036-10-24,Occidente,C,54.69,32.27,195,126,8317.45
2036-10-25,Occidente,B,54.47,12.85,207,125,8214.43
2036-10-26,Sur,C,52.41,101.47,208,118,7573.85
2036-10-27,Norte,B,52.4,138.32,205,103,7171.88
2036-10-28,Centro,D,53.36,78.48,186,119,7442.1
2036-10-29,Occidente,A,59.06,41.04,210,126,8929.86
2036-10-30,Centro,C,58.26,440.99,214,112,8511.56
2036-10-31,Occidente,A,49.75,3.4,218,113,7276.72
2036-11-01,Sur,B,48.13,80.43,207,115,6987.42
2036-11-02,Norte,D,50.2,110.51,192,116,7178.87
2036-11-03,Occidente,D,45.87,55.07,188,125,6753.48
2036-11-04,Norte,B,67.8,14.32,227,121,10575.84
2036-11-05,Centro,A,37.29,19.65,231,117,5142.8
2036-11-06,Sur,C,57.5,291.41,182,116,7862.48
2036-11-07,Norte,B,57.44,235.28,220,125,9057.67
2036-11-08,Sur,B,44.7,19.24,196,107,6063.83
2036-11-09,Norte,B,52.96,6.02,242,125,8050.8
2036-11-10,Centro,B,62.63,18.95,185,127,8923.12
2036-11-11,Centro,B,46.7,210.53,196,116,6609.93
2036-11-12,Sur,D,63.12,10.56,209,114,9257.97
2036-11-13,Centro,B,61.18,17.7,183,114,8411.97
2036-11-14,Occidente,D,42.9,122.67,213,128,6575.33
2036-11-15,Norte,A,38.92,170.59,203,101,5317.26
2036-11-16,Centro,C,51.65,78.75,198,110,7134.73
2036-11-17,Occidente,D,37.6,21.76,193,117,5355.4
2036-11-18,Sur,C,20.95,164.76,179,129,2678.52
2036-11-19,Occidente,C,45.11,46.6,195,122,6715.09
2036-11-20,Sur,C,71.74,112.12,190,136,11283.52
2036-11-21,Sur,D,45.53,28.44,207,120,6712.44
2036-11-22,Norte,D,53.8,80.75,212,124,7926.36
2036-11-23,Norte,D,57.0,41.04,197,124,8228.61
2036-11-24,Occidente,A,49.59,26.6,206,126,7205.2
2036-11-25,Norte,D,46.66,130.64,170,115,6274.09
2036-11-26,Norte,A,62.29,201.98,207,128,9503.43
2036-11-27,Norte,D,50.4,207.52,203,129,7611.86
2036-11-28,Occidente,D,49.09,58.11,196,120,7169.77
2036-11-29,Centro,C,57.97,239.26,188,148,9636.69
2036-11-30,Norte,B,39.7,73.38,197,122,5860.47
2036-12-01,Norte,C,37.37,43.62,211,126,5344.67
2036-12-02,Occidente,D,33.75,142.29,172,140,5255.84
2036-12-03,Centro,B,55.68,32.29,211,106,7481.8
2036-12-04,Norte,B,48.36,52.14,223,116,7169.61
2036-12-05,Sur,A,58.26,159.71,195,121,8230.03
2036-12-06,Occidente,B,50.51,67.57,205,111,6872.7
2036-12-07,Norte,A,36.29,13.75,180,131,5222.91
2036-12-08,Norte,C,46.44,307.91,202,111,6615.92
2036-12-09,Sur,A,58.97,1.24,192,110,7891.61
2036-12-10,Sur,D,47.38,28.15,198,113,6569.03
2036-12-11,Occidente,B,61.87,164.26,210,120,9125.42
2036-12-12,Occidente,D,45.46,186.87,201,140,7001.68
2036-12-13,Sur,B,57.19,112.89,204,131,8804.08
2036-12-14,Occidente,B,32.17,94.94,194,142,5227.04
2036-12-15,Sur,C,47.74,178.86,204,117,6870.42
2036-12-16,Norte,A,46.13,136.77,197,113,6394.08
2036-12-17,Sur,C,36.02,392.49,201,139,6257.49
2036-12-18,Sur,A,61.12,61.74,210,102,8341.4
2036-12-19,Centro,C,43.6,31.55,192,136,6697.07
2036-12-20,Sur,C,42.57,0.44,196,108,5804.14
2036-12-21,Sur,B,63.01,40.03,193,124,8961.99
2036-12-22,Centro,C,51.61,174.98,214,123,7700.18
2036-12-23,Occidente,C,57.8,3.42,181,127,8267.16
2036-12-24,Centro,A,32.97,117.35,196,128,4974.86
2036-12-25,Norte,C,42.01,4.58,180,122,5938.29
